domanID,siteID,nmdLctn,gdtcDtm,loctype,cellid,cellrow,cellcol,cellx,celly,radfile,aop_site,crs,gpstime_hrs
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,8344475,618,3252,401574.5,3284663.5,NEON_D03_OSBS_DP1_20181012_L001-1_radiance,OSBS,EPSG:32617,18.330394744873047
D03,SUGG,SUGG.AOS.inlet,WGS84,inlet,12913788,956,3143,401465.5,3284325.5,NEON_D03_OSBS_DP1_20181012_L001-1_radiance,OSBS,EPSG:32617,-9999
D03,SUGG,SUGG.AOS.outlet,WGS84,outlet,9128259,676,2934,401256.5,3284605.5,NEON_D03_OSBS_DP1_20181012_L001-1_radiance,OSBS,EPSG:32617,18.332334518432617
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,4858621,5503,355,401574.5,3284663.5,NEON_D03_OSBS_DP1_20181012_L021-1_radiance,OSBS,EPSG:32617,17.742958068847656
D03,SUGG,SUGG.AOS.inlet,WGS84,inlet,5156966,5841,246,401465.5,3284325.5,NEON_D03_OSBS_DP1_20181012_L021-1_radiance,OSBS,EPSG:32617,17.741188049316406
D03,SUGG,SUGG.AOS.outlet,WGS84,outlet,4909517,5561,37,401256.5,3284605.5,NEON_D03_OSBS_DP1_20181012_L021-1_radiance,OSBS,EPSG:32617,-9999
D03,SUGG,SUGG.AOS.buoy.c0,WGS84,buoy.c0,4710474,5568,792,401574.5,3284663.5,NEON_D03_OSBS_DP1_20181012_L022-1_radiance,OSBS,EPSG:32617,-9999
D03,SUGG,SUGG.AOS.inlet,WGS84,inlet,4996313,5906,683,401465.5,3284325.5,NEON_D03_OSBS_DP1_20181012_L022-1_radiance,OSBS,EPSG:32617,17.871246337890625
D03,SUGG,SUGG.AOS.outlet,WGS84,outlet,4759224,5626,474,401256.5,3284605.5,NEON_D03_OSBS_DP1_20181012_L022-1_radiance,OSBS,EPSG:32617,17.869935989379883
D08,TOMB,TOMB.AOS.buoy.c0,WGS84,buoy.c0,3027828,3100,105,390510.5,3524816.5,NEON_D08_LENO_DP1_20170517_L005-1_radiance,LENO,EPSG:32616,-9999
D08,TOMB,TOMB.AOS.buoy.c2,WGS84,buoy.c2,3027828,3100,105,390510.5,3524816.5,NEON_D08_LENO_DP1_20170517_L005-1_radiance,LENO,EPSG:32616,-9999
D08,TOMB,TOMB.AOS.buoy.c0,WGS84,buoy.c0,2597923,2809,523,390510.5,3524816.5,NEON_D08_LENO_DP1_20170517_L006-1_radiance,LENO,EPSG:32616,19.1051025390625
D08,TOMB,TOMB.AOS.buoy.c2,WGS84,buoy.c2,2597923,2809,523,390510.5,3524816.5,NEON_D08_LENO_DP1_20170517_L006-1_radiance,LENO,EPSG:32616,19.1051025390625
D08,TOMB,TOMB.AOS.buoy.c0,WGS84,buoy.c0,3770697,4214,62,390510.5,3524816.5,NEON_D08_LENO_DP1_20180428_L005-1_radiance,LENO,EPSG:32616,-9999
D08,TOMB,TOMB.AOS.buoy.c2,WGS84,buoy.c2,3770697,4214,62,390510.5,3524816.5,NEON_D08_LENO_DP1_20180428_L005-1_radiance,LENO,EPSG:32616,-9999
D08,TOMB,TOMB.AOS.buoy.c0,WGS84,buoy.c0,3175102,3882,444,390510.5,3524816.5,NEON_D08_LENO_DP1_20180428_L006-1_radiance,LENO,EPSG:32616,15.482230186462402
D08,TOMB,TOMB.AOS.buoy.c2,WGS84,buoy.c2,3175102,3882,444,390510.5,3524816.5,NEON_D08_LENO_DP1_20180428_L006-1_radiance,LENO,EPSG:32616,15.482230186462402
D08,TOMB,TOMB.AOS.buoy.c0,WGS84,buoy.c0,3216046,3447,928,390510.5,3524816.5,NEON_D08_LENO_DP1_20180428_L007-1_radiance,LENO,EPSG:32616,-9999
D08,TOMB,TOMB.AOS.buoy.c2,WGS84,buoy.c2,3216046,3447,928,390510.5,3524816.5,NEON_D08_LENO_DP1_20180428_L007-1_radiance,LENO,EPSG:32616,-9999
D08,TOMB,TOMB.AOS.buoy.c0,WGS84,buoy.c0,5900397,460,9591,390510.5,3524816.5,NEON_D08_LENO_DP1_20190506_L001-2_radiance,LENO,EPSG:32616,18.88101577758789
D08,TOMB,TOMB.AOS.buoy.c2,WGS84,buoy.c2,5900397,460,9591,390510.5,3524816.5,NEON_D08_LENO_DP1_20190506_L001-2_radiance,LENO,EPSG:32616,18.88101577758789
D08,TOMB,TOMB.AOS.buoy.c0,WGS84,buoy.c0,3876699,3289,147,390510.5,3524816.5,NEON_D08_LENO_DP1_20190506_L005-1_radiance,LENO,EPSG:32616,-9999
D08,TOMB,TOMB.AOS.buoy.c2,WGS84,buoy.c2,3876699,3289,147,390510.5,3524816.5,NEON_D08_LENO_DP1_20190506_L005-1_radiance,LENO,EPSG:32616,-9999
D08,TOMB,TOMB.AOS.buoy.c0,WGS84,buoy.c0,2629518,2783,528,390510.5,3524816.5,NEON_D08_LENO_DP1_20190506_L006-1_radiance,LENO,EPSG:32616,18.23710060119629
D08,TOMB,TOMB.AOS.buoy.c2,WGS84,buoy.c2,2629518,2783,528,390510.5,3524816.5,NEON_D08_LENO_DP1_20190506_L006-1_radiance,LENO,EPSG:32616,18.23710060119629
D08,TOMB,TOMB.AOS.buoy.c0,WGS84,buoy.c0,3211063,3464,862,390510.5,3524816.5,NEON_D08_LENO_DP1_20190506_L007-1_radiance,LENO,EPSG:32616,-9999
D08,TOMB,TOMB.AOS.buoy.c2,WGS84,buoy.c2,3211063,3464,862,390510.5,3524816.5,NEON_D08_LENO_DP1_20190506_L007-1_radiance,LENO,EPSG:32616,-9999
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,10584951,6821,311,394504.5,7616503.5,NEON_D18_TOOL_DP1_20170714_L039-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,13168990,8486,270,394463.5,7614838.5,NEON_D18_TOOL_DP1_20170714_L039-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,11697179,7686,609,394504.5,7616503.5,NEON_D18_TOOL_DP1_20170714_L040-1_radiance,TOOL,EPSG:32606,20.725522994995117
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,14231268,9351,568,394463.5,7614838.5,NEON_D18_TOOL_DP1_20170714_L040-1_radiance,TOOL,EPSG:32606,20.734188079833984
D18,TOOK,TOOK.AOS.reach,WGS84,reach,12994960,8539,124,394019.5,7615650.5,NEON_D18_TOOL_DP1_20170714_L040-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12346309,8065,325,393835.5,7615437.5,NEON_D18_TOOL_DP1_20170714_L041-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12346309,8065,325,393835.5,7615437.5,NEON_D18_TOOL_DP1_20170714_L041-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,10714932,6999,994,394504.5,7616503.5,NEON_D18_TOOL_DP1_20170714_L041-1_radiance,TOOL,EPSG:32606,20.60655975341797
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,13264006,8664,953,394463.5,7614838.5,NEON_D18_TOOL_DP1_20170714_L041-1_radiance,TOOL,EPSG:32606,20.59764862060547
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12346309,8065,325,393835.5,7615437.5,NEON_D18_TOOL_DP1_20170714_L041-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.reach,WGS84,reach,12020390,7852,509,394019.5,7615650.5,NEON_D18_TOOL_DP1_20170714_L041-1_radiance,TOOL,EPSG:32606,20.601715087890625
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12612771,8610,586,393835.5,7615437.5,NEON_D18_TOOL_DP1_20170714_L042-1_radiance,TOOL,EPSG:32606,20.4481143951416
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12612771,8610,586,393835.5,7615437.5,NEON_D18_TOOL_DP1_20170714_L042-1_radiance,TOOL,EPSG:32606,20.4481143951416
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,11051750,7544,1255,394504.5,7616503.5,NEON_D18_TOOL_DP1_20170714_L042-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,13490934,9209,1214,394463.5,7614838.5,NEON_D18_TOOL_DP1_20170714_L042-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12612771,8610,586,393835.5,7615437.5,NEON_D18_TOOL_DP1_20170714_L042-1_radiance,TOOL,EPSG:32606,20.4481143951416
D18,TOOK,TOOK.AOS.reach,WGS84,reach,12300910,8397,770,394019.5,7615650.5,NEON_D18_TOOL_DP1_20170714_L042-1_radiance,TOOL,EPSG:32606,20.446962356567383
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12337825,8059,1027,393835.5,7615437.5,NEON_D18_TOOL_DP1_20170714_L043-1_radiance,TOOL,EPSG:32606,20.310041427612305
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12337825,8059,1027,393835.5,7615437.5,NEON_D18_TOOL_DP1_20170714_L043-1_radiance,TOOL,EPSG:32606,20.310041427612305
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12337825,8059,1027,393835.5,7615437.5,NEON_D18_TOOL_DP1_20170714_L043-1_radiance,TOOL,EPSG:32606,20.310041427612305
D18,TOOK,TOOK.AOS.reach,WGS84,reach,12011906,7846,1211,394019.5,7615650.5,NEON_D18_TOOL_DP1_20170714_L043-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12812819,8542,1319,393835.5,7615437.5,NEON_D18_TOOL_DP1_20170714_L044-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12812819,8542,1319,393835.5,7615437.5,NEON_D18_TOOL_DP1_20170714_L044-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12812819,8542,1319,393835.5,7615437.5,NEON_D18_TOOL_DP1_20170714_L044-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,10474784,6865,320,394504.5,7616503.5,NEON_D18_TOOL_DP1_20180707_L039-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,13015533,8530,279,394463.5,7614838.5,NEON_D18_TOOL_DP1_20180707_L039-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,10206479,7143,561,394504.5,7616503.5,NEON_D18_TOOL_DP1_20180707_L040-1_radiance,TOOL,EPSG:32606,20.72237205505371
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,12585723,8808,520,394463.5,7614838.5,NEON_D18_TOOL_DP1_20180707_L040-1_radiance,TOOL,EPSG:32606,20.732023239135746
D18,TOOK,TOOK.AOS.reach,WGS84,reach,11424931,7996,76,394019.5,7615650.5,NEON_D18_TOOL_DP1_20180707_L040-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,11715066,7954,297,393835.5,7615437.5,NEON_D18_TOOL_DP1_20180707_L041-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,11715066,7954,297,393835.5,7615437.5,NEON_D18_TOOL_DP1_20180707_L041-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,10145517,6888,966,394504.5,7616503.5,NEON_D18_TOOL_DP1_20180707_L041-1_radiance,TOOL,EPSG:32606,20.549909591674805
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,12598021,8553,925,394463.5,7614838.5,NEON_D18_TOOL_DP1_20180707_L041-1_radiance,TOOL,EPSG:32606,20.54057884216309
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,11715066,7954,297,393835.5,7615437.5,NEON_D18_TOOL_DP1_20180707_L041-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.reach,WGS84,reach,11401501,7741,481,394019.5,7615650.5,NEON_D18_TOOL_DP1_20180707_L041-1_radiance,TOOL,EPSG:32606,20.54537582397461
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12274095,8322,620,393835.5,7615437.5,NEON_D18_TOOL_DP1_20180707_L042-1_radiance,TOOL,EPSG:32606,20.341466903686523
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12274095,8322,620,393835.5,7615437.5,NEON_D18_TOOL_DP1_20180707_L042-1_radiance,TOOL,EPSG:32606,20.341466903686523
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,10702414,7256,1289,394504.5,7616503.5,NEON_D18_TOOL_DP1_20180707_L042-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,13158248,8921,1248,394463.5,7614838.5,NEON_D18_TOOL_DP1_20180707_L042-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12274095,8322,620,393835.5,7615437.5,NEON_D18_TOOL_DP1_20180707_L042-1_radiance,TOOL,EPSG:32606,20.341466903686523
D18,TOOK,TOOK.AOS.reach,WGS84,reach,11960104,8109,804,394019.5,7615650.5,NEON_D18_TOOL_DP1_20180707_L042-1_radiance,TOOL,EPSG:32606,20.34002113342285
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12008322,7974,984,393835.5,7615437.5,NEON_D18_TOOL_DP1_20180707_L043-1_radiance,TOOL,EPSG:32606,20.17126846313477
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12008322,7974,984,393835.5,7615437.5,NEON_D18_TOOL_DP1_20180707_L043-1_radiance,TOOL,EPSG:32606,20.17126846313477
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12008322,7974,984,393835.5,7615437.5,NEON_D18_TOOL_DP1_20180707_L043-1_radiance,TOOL,EPSG:32606,20.17126846313477
D18,TOOK,TOOK.AOS.reach,WGS84,reach,11687728,7761,1168,394019.5,7615650.5,NEON_D18_TOOL_DP1_20180707_L043-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12356274,8400,1345,393835.5,7615437.5,NEON_D18_TOOL_DP1_20180707_L044-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12356274,8400,1345,393835.5,7615437.5,NEON_D18_TOOL_DP1_20180707_L044-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12356274,8400,1345,393835.5,7615437.5,NEON_D18_TOOL_DP1_20180707_L044-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,11599210,7152,288,394504.5,7616503.5,NEON_D18_TOOL_DP1_20190711_L039-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,14299799,8817,247,394463.5,7614838.5,NEON_D18_TOOL_DP1_20190711_L039-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,11772742,7881,22,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L040-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,11772742,7881,22,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L040-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,10180807,6815,691,394504.5,7616503.5,NEON_D18_TOOL_DP1_20190711_L040-1_radiance,TOOL,EPSG:32606,20.551860809326172
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,12668276,8480,650,394463.5,7614838.5,NEON_D18_TOOL_DP1_20190711_L040-1_radiance,TOOL,EPSG:32606,20.541709899902344
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,11772742,7881,22,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L040-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.reach,WGS84,reach,11454704,7668,206,394019.5,7615650.5,NEON_D18_TOOL_DP1_20190711_L040-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12396477,8151,327,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L041-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12396477,8151,327,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L041-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,10775760,7085,996,394504.5,7616503.5,NEON_D18_TOOL_DP1_20190711_L041-1_radiance,TOOL,EPSG:32606,20.679826736450195
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,13308184,8750,955,394463.5,7614838.5,NEON_D18_TOOL_DP1_20190711_L041-1_radiance,TOOL,EPSG:32606,20.68917465209961
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12396477,8151,327,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L041-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.reach,WGS84,reach,12072688,7938,511,394019.5,7615650.5,NEON_D18_TOOL_DP1_20190711_L041-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12047163,7942,666,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L042-1_radiance,TOOL,EPSG:32606,20.844568252563477
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12047163,7942,666,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L042-1_radiance,TOOL,EPSG:32606,20.844568252563477
D18,TOOK,TOOK.AOS.outlet,WGS84,outlet,10430710,6876,1335,394504.5,7616503.5,NEON_D18_TOOL_DP1_20190711_L042-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.inlet,WGS84,inlet,12956474,8541,1294,394463.5,7614838.5,NEON_D18_TOOL_DP1_20190711_L042-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12047163,7942,666,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L042-1_radiance,TOOL,EPSG:32606,20.844568252563477
D18,TOOK,TOOK.AOS.reach,WGS84,reach,11724226,7729,850,394019.5,7615650.5,NEON_D18_TOOL_DP1_20190711_L042-1_radiance,TOOL,EPSG:32606,20.845964431762695
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,12213215,8303,973,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L043-1_radiance,TOOL,EPSG:32606,20.97372055053711
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,12213215,8303,973,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L043-1_radiance,TOOL,EPSG:32606,20.97372055053711
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,12213215,8303,973,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L043-1_radiance,TOOL,EPSG:32606,20.97372055053711
D18,TOOK,TOOK.AOS.reach,WGS84,reach,11900076,8090,1157,394019.5,7615650.5,NEON_D18_TOOL_DP1_20190711_L043-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c1,WGS84,buoy.c1,11550430,7999,1318,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L044-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c2,WGS84,buoy.c2,11550430,7999,1318,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L044-1_radiance,TOOL,EPSG:32606,-9999
D18,TOOK,TOOK.AOS.buoy.c0,WGS84,buoy.c0,11550430,7999,1318,393835.5,7615437.5,NEON_D18_TOOL_DP1_20190711_L044-1_radiance,TOOL,EPSG:32606,-9999
